MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,Age,Garage_Age,RemodAge,TotalSF,TotalBath,TotalPorchSF,logSP
50,RM,50.0,8.699681400989514,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,4,6,1936,1950,Gable,CompShg,MetalSd,MetalSd,None,-0.8171343255986645,TA,TA,BrkTil,TA,TA,No,BLQ,0.7710569612252738,Unf,-0.3596623231834907,-2.0634069816011356,672,GasA,TA,Y,SBrkr,-1.1978590977867636,1.0925525667148859,0,-0.24604469673034693,0,0,1,0,3,1,TA,6,Typ,0,<None>,Detchd,0.025826726229711765,Unf,1,240,TA,TA,Y,-0.9490260586845501,-1.0703598832348913,-0.40792062110509075,0,-0.2940036598327685,0,<None>,<None>,<None>,0,7,2009,WD,Normal,73,0.760304787354428,59,-0.6919652730327878,1.0,-1.7028482440615262,11.759793355371237
20,RL,82.0,9.382695764458287,Pave,<None>,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,1Story,7,5,1978,1978,Gable,CompShg,Plywood,Plywood,BrkFace,1.2430091755876265,TA,TA,CBlock,Gd,TA,No,ALQ,0.8004891690109851,Unf,-0.3596623231834907,0.23898866820832207,1271,GasA,TA,Y,SBrkr,1.1847435126491528,-0.8700861080477102,0,0.33010979525340045,0,0,2,0,3,1,TA,7,Typ,1,TA,Attchd,0.23731010208740658,RFn,2,478,TA,TA,Y,-0.9490260586845501,-1.0703598832348913,-0.40792062110509075,0,-0.2940036598327685,0,<None>,<None>,<None>,0,4,2009,COD,Abnorml,31,0.27406313167405116,31,0.4911965610061059,2.0,-1.7028482440615262,11.964007453736912
30,RL,60.0,9.036106025364846,Pave,<None>,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1Story,2,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,-0.8171343255986645,TA,TA,CBlock,TA,Fa,No,Rec,0.29062080235250154,Unf,-0.3596623231834907,-2.0634069816011356,290,GasA,TA,N,FuseF,-2.945582389006237,-0.8700861080477102,0,-3.4519243340535106,0,0,1,0,1,1,Fa,3,Typ,0,<None>,Detchd,-0.003891757151061355,Unf,1,246,TA,TA,N,-0.9490260586845501,-1.0703598832348913,-0.40792062110509075,0,-0.2940036598327685,0,<None>,<None>,<None>,0,1,2009,WD,Normal,89,0.8039730459135451,59,-3.2714710377075362,1.0,-1.7028482440615262,11.002116507732016
20,RL,61.0,9.18594521514146,Pave,<None>,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1971,1971,Gable,CompShg,HdBoard,MetalSd,None,-0.8171343255986645,TA,TA,CBlock,TA,TA,No,BLQ,0.48002188990807243,LwQ,2.7810959668861184,-0.5319900673662418,950,GasA,TA,Y,SBrkr,-0.47419347884212215,-0.8700861080477102,0,-1.2345306273058587,0,0,1,0,3,1,TA,5,Typ,0,<None>,Detchd,0.2526480245948306,Unf,1,280,TA,TA,Y,-0.9490260586845501,-1.0703598832348913,-0.40792062110509075,0,-0.2940036598327685,0,<None>,<None>,<None>,0,7,2007,WD,Normal,36,0.17169820187323023,36,-0.8407576965861336,1.0,-1.7028482440615262,11.691080018519528
20,RL,70.0,8.853808274977197,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1960,2002,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.9032006810883136,TA,TA,CBlock,TA,TA,No,Rec,0.6883164069219623,Unf,-0.3596623231834907,-0.07522723505029089,1010,GasA,Ex,Y,SBrkr,0.08921358546444197,-0.8700861080477102,0,-0.7101986892713901,0,0,1,0,2,1,TA,6,Typ,0,<None>,Attchd,0.14593295936784695,RFn,1,254,TA,TA,Y,-0.9490260586845501,0.2348720382680043,-0.40792062110509075,0,-0.2940036598327685,0,<None>,MnWw,<None>,0,4,2007,WD,Family,47,0.5130966979385385,5,-0.4713423337689484,1.0,-1.122696755130973,11.81303746480054
20,RL,79.0,9.09504174761272,Pave,<None>,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,1959,Hip,CompShg,BrkFace,BrkFace,None,-0.8171343255986645,TA,TA,CBlock,TA,TA,Mn,ALQ,0.754980794633998,Unf,-0.3596623231834907,-2.0634069816011356,655,GasA,Ex,Y,SBrkr,0.2531580075686381,-0.8700861080477102,0,-0.5562738774491813,0,1,1,0,3,1,TA,6,Typ,1,Fa,BuiltIn,0.11572130181712445,Fin,2,539,TA,TA,Y,-0.9490260586845501,-1.0703598832348913,2.4540637129557523,0,-0.2940036598327685,0,<None>,<None>,<None>,0,7,2006,WD,Normal,47,0.5704052550210561,47,-0.921777855238355,1.5,0.3618818075398232,11.979805470779858
160,RM,24.0,7.6093665379542115,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,5,5,1970,1970,Gable,CompShg,HdBoard,HdBoard,BrkFace,1.3120149672469081,TA,TA,CBlock,TA,TA,No,Unf,-1.3528794921740805,Unf,-0.3596623231834907,0.36210459290073255,630,GasA,TA,Y,SBrkr,-1.7838227295425153,1.126116617819324,0,-0.29649532984537835,0,0,2,1,3,1,TA,6,Typ,0,<None>,Detchd,0.19656047503613358,Unf,2,440,TA,TA,Y,-0.9490260586845501,-1.0703598832348913,-0.40792062110509075,0,-0.2940036598327685,0,<None>,<None>,<None>,0,4,2007,WD,Normal,37,0.37627145144799745,37,-0.7906336500555075,2.5,-1.7028482440615262,11.571203807011967
60,RL,98.0,9.413852481341165,Pave,<None>,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1994,1995,Gable,CompShg,HdBoard,HdBoard,BrkFace,1.3409299869438718,Gd,TA,PConc,Ex,TA,Av,GLQ,1.0548805068023313,Unf,-0.3596623231834907,-0.05420073096374029,1463,GasA,Ex,Y,SBrkr,0.9779497841538046,1.223092948603827,0,1.8625401701936137,1,0,2,1,3,1,Gd,9,Typ,2,TA,Attchd,0.3194709294168957,RFn,2,712,TA,TA,Y,1.0715402189975671,0.5466088629969491,-0.40792062110509075,0,-0.2940036598327685,0,<None>,<None>,<None>,0,4,2010,WD,Normal,16,-0.11380886792176724,15,1.7927689076693765,3.5,0.48861132361785914,12.691583538230216
20,RL,114.0,9.245514446983837,Pave,<None>,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,Feedr,Norm,1Fam,1Story,7,5,1990,1991,Hip,CompShg,HdBoard,HdBoard,None,-0.8171343255986645,Gd,TA,PConc,Gd,TA,Mn,GLQ,0.8306554140148981,Unf,-0.3596623231834907,-0.8004203510780196,910,GasA,Gd,Y,SBrkr,0.8527607955599694,-0.8700861080477102,0,0.011931323238133677,1,0,2,0,3,1,Gd,6,Typ,1,TA,Attchd,0.2988479329417925,Fin,2,719,TA,TA,Y,-0.9490260586845501,1.5033244856563337,-0.40792062110509075,0,-0.2940036598327685,0,<None>,<None>,<None>,0,5,2007,WD,Normal,17,-0.07798930401681463,16,-0.17725956500967333,3.0,0.6069023827265219,12.100161978566868
60,RL,168.0,10.05440443785299,Pave,<None>,IR3,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,-0.8171343255986645,Gd,TA,PConc,Ex,Gd,No,Unf,-1.3528794921740805,Unf,-0.3596623231834907,0.776492093311146,868,GasA,Ex,Y,SBrkr,-0.6927326301504495,1.2250390819757802,0,1.0472076691024514,0,0,2,1,3,1,Gd,9,Typ,1,Gd,BuiltIn,0.3816715965875489,RFn,2,422,TA,TA,Y,-0.9490260586845501,1.077729356372208,-0.40792062110509075,0,-0.2940036598327685,0,<None>,<None>,<None>,0,9,2006,New,Partial,0,-2.0986278134101255,0,0.5116806272143226,2.5,-0.19141973640678375,12.52352951631214
60,RL,0.0,8.99516499031115,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,-0.8171343255986645,TA,TA,PConc,Gd,TA,No,Unf,-1.3528794921740805,Unf,-0.3596623231834907,0.8648926919448789,924,GasA,Ex,Y,SBrkr,-0.48090414297729944,1.1453601784479066,0,0.495596416725285,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,0.3505090387225904,RFn,2,463,TA,TA,Y,0.8751970014848166,0.7335278737319859,-0.40792062110509075,0,-0.2940036598327685,0,<None>,<None>,<None>,0,11,2007,WD,Abnorml,7,-0.6009832882281373,7,0.1702569475772781,2.5,0.12255555752347201,12.10625783509458
20,RL,107.0,9.338117741918008,Pave,<None>,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2004,2005,Gable,CompShg,MetalSd,MetalSd,Stone,0.8848167282473749,Gd,TA,PConc,Ex,TA,Mn,GLQ,1.0595823836164966,Unf,-0.3596623231834907,0.6599594898300483,1836,GasA,Ex,Y,SBrkr,1.619072055425042,-0.8700861080477102,0,0.7502780131812015,1,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,0.3712702419788715,Fin,3,862,TA,TA,Y,0.9468088079425666,1.3705387524519714,-0.40792062110509075,0,-0.2940036598327685,0,<None>,<None>,<None>,0,3,2009,WD,Normal,5,-0.7943788446665072,4,1.3816177275703667,3.0,0.8777936995211741,12.54254845357358
60,RL,0.0,8.987321812850125,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,None,-0.8171343255986645,TA,TA,PConc,Gd,TA,No,GLQ,0.14993141164675697,Unf,-0.3596623231834907,0.21269739981403804,773,GasA,Gd,Y,SBrkr,-1.1311647975383314,1.1789914288862686,0,0.4370494107259089,1,0,2,1,3,1,TA,8,Typ,1,TA,Attchd,0.3246353106729959,Fin,2,431,TA,TA,Y,1.1286379099593666,0.9953963630958194,-0.40792062110509075,0,-0.2940036598327685,0,<None>,<None>,<None>,0,6,2008,WD,Normal,13,-0.2366462403899511,12,-0.06995944316161362,3.5,0.8701030066702015,12.144202560946876
60,RL,80.0,9.257319373170178,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,6,1976,1976,Hip,CompShg,Plywood,Plywood,BrkFace,1.4315107733466588,TA,TA,CBlock,TA,TA,No,ALQ,0.46764698673346544,Unf,-0.3596623231834907,-0.1276438999911774,803,GasA,TA,Y,SBrkr,-0.013399504168294102,1.1748906198467102,0,0.9585129553555526,0,0,2,1,4,1,TA,8,Typ,1,Gd,Attchd,0.22710204210844584,RFn,2,483,TA,TA,Y,-0.9490260586845501,0.9029048831392007,-0.40792062110509075,0,-0.2940036598327685,0,<None>,<None>,<None>,0,9,2008,WD,Normal,32,0.2924626212780522,32,0.36291519674629724,2.5,-0.44387696431612145,12.230770136157428
20,RL,73.0,8.867990898182093,Pave,<None>,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1957,1957,Gable,CompShg,WdShing,Wd Shng,None,-0.8171343255986645,TA,TA,CBlock,TA,TA,No,GLQ,0.8040954819992959,Unf,-0.3596623231834907,-1.0712351405027183,816,GasA,TA,Y,FuseA,-0.9585849919240529,-0.8700861080477102,0,-1.6796394253421174,1,0,1,0,2,1,TA,5,Typ,0,<None>,Detchd,0.13081168715190272,Unf,1,308,TA,TA,Y,-0.9490260586845501,-1.0703598832348913,-0.40792062110509075,0,-0.2940036598327685,0,<None>,<None>,<None>,0,7,2006,WD,Normal,49,0.536757965849232,49,-1.2835937701429136,2.0,-1.7028482440615262,11.774527900858468
20,RL,66.0,9.096499555552423,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1953,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,-0.8171343255986645,TA,TA,CBlock,TA,TA,No,BLQ,0.7434388522570253,Unf,-0.3596623231834907,-0.21427388420720925,1008,GasA,Gd,Y,SBrkr,-0.28553131864892595,-0.8700861080477102,0,-1.0597501748943983,1,0,1,0,2,1,Gd,6,Typ,0,<None>,Attchd,0.11069803438654012,Unf,1,240,TA,TA,Y,-0.9490260586845501,0.28698112557938144,-0.40792062110509075,0,-0.2940036598327685,0,<None>,<None>,<None>,0,5,2007,WD,Normal,54,0.5917175553197482,1,-0.6615495764455654,2.0,-1.0827553474112903,11.80932691294063
20,RL,90.0,8.594339400592892,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,7,1954,2000,Gable,CompShg,MetalSd,MetalSd,None,-0.8171343255986645,TA,Gd,CBlock,TA,TA,No,Rec,0.484100741268077,Unf,-0.3596623231834907,-0.08464830687663037,833,GasA,Ex,Y,SBrkr,-0.8928679788708127,-0.8700861080477102,0,-1.6195575167147407,0,0,1,0,2,1,Gd,4,Typ,0,<None>,Detchd,0.12074799936370985,Unf,1,326,TA,TA,Y,-0.9490260586845501,-1.0703598832348913,-0.40792062110509075,0,-0.2940036598327685,0,<None>,MnPrv,<None>,0,8,2006,WD,Normal,52,0.5594222484204049,6,-1.2249388840118092,1.0,-1.7028482440615262,11.669937760751914
20,RL,93.0,9.399803036921504,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,Stone,1.3247481730751292,Gd,TA,PConc,Ex,TA,No,GLQ,1.0358242194916174,Unf,-0.3596623231834907,0.5448455650623079,1734,GasA,Ex,Y,SBrkr,1.437863676983345,-0.8700861080477102,0,0.5744373221654877,1,0,2,0,3,1,Ex,7,Typ,1,Gd,Attchd,0.3868774641567882,RFn,3,928,TA,TA,Y,-0.9490260586845501,-1.0703598832348913,-0.40792062110509075,0,-0.2940036598327685,0,<None>,<None>,<None>,0,11,2007,New,Partial,0,-2.0986278134101255,0,1.1674818863428655,3.0,-1.7028482440615262,12.669809806411456
80,RL,0.0,8.955577146281511,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,8,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,None,-0.8171343255986645,Gd,TA,PConc,Gd,TA,No,GLQ,0.3947462371046317,Unf,-0.3596623231834907,-1.371255509094937,408,GasA,Ex,Y,SBrkr,-1.1065120067395942,1.116552020810653,0,-0.0367722109169809,1,0,2,1,3,1,Gd,7,Typ,1,TA,BuiltIn,0.36088272423005974,Fin,2,527,TA,TA,Y,0.9337924802519235,-1.0703598832348913,-0.40792062110509075,0,-0.2940036598327685,0,<None>,<None>,<None>,0,3,2009,WD,Normal,7,-0.6009832882281373,7,-0.9571717184686932,3.5,-0.051911369973176184,12.123239799036943
20,RL,57.0,9.186559843310778,Pave,<None>,IR1,Lvl,AllPub,FR2,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,7,1967,2003,Gable,CompShg,VinylSd,VinylSd,None,-0.8171343255986645,TA,TA,CBlock,TA,TA,No,BLQ,0.7986801061156222,Unf,-0.3596623231834907,-0.727187763331237,894,GasA,Ex,Y,SBrkr,-0.6676916556168379,-0.8700861080477102,0,-1.4129632149753797,1,0,1,0,3,1,Gd,5,Typ,0,<None>,Attchd,0.1813361323684345,RFn,2,450,TA,TA,Y,-0.9490260586845501,-1.0703598832348913,-0.40792062110509075,0,-0.2940036598327685,0,<None>,<None>,<None>,0,5,2008,WD,Normal,41,0.43518579396036317,5,-1.02059534109543,2.0,-1.7028482440615262,11.775297421715829
80,RL,85.0,9.53430615650521,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,5,6,1958,1987,Gable,CompShg,MetalSd,MetalSd,None,-0.8171343255986645,TA,Gd,CBlock,TA,TA,No,Unf,-1.3528794921740805,Unf,-0.3596623231834907,0.16952894887148587,533,GasA,TA,Y,SBrkr,-0.2447459319921307,1.0970728305123312,0,0.33010979525340045,0,1,1,0,3,1,TA,6,Min2,0,<None>,BuiltIn,0.1358486785665237,RFn,1,300,TA,TA,Y,1.1961267136764548,0.5743773533465164,-0.40792062110509075,0,-0.2940036598327685,0,<None>,<None>,<None>,0,12,2008,WD,Normal,50,0.5482096340017498,21,-0.4859348442131463,1.5,0.8930896763487288,11.849404844423074
20,RL,70.0,8.93075873555827,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,Gable,CompShg,BrkFace,Wd Sdng,None,-0.8171343255986645,TA,TA,CBlock,TA,TA,No,LwQ,0.41889164909950577,Unf,-0.3596623231834907,0.4387592020517598,1040,GasA,TA,Y,FuseA,-0.18606736778542185,-0.8700861080477102,0,-0.9672824681035477,0,0,1,0,3,1,TA,6,Typ,0,<None>,Attchd,0.1408891024431688,RFn,1,286,TA,TA,Y,0.982745092114137,-1.0703598832348913,2.4545881037781165,0,-0.2940036598327685,0,<None>,GdWo,<None>,0,7,2006,WD,Normal,47,0.5130966979385385,47,-0.5655044933516225,1.0,1.171369544134966,11.803361242493628
30,RM,59.0,9.019664010799474,Pave,<None>,Reg,Bnk,AllPub,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1Story,6,5,1920,1950,Gable,CompShg,BrkFace,BrkFace,None,-0.8171343255986645,TA,TA,BrkTil,TA,TA,No,Unf,-1.3528794921740805,Unf,-0.3596623231834907,0.9982665603516235,1012,GasA,TA,Y,FuseA,-0.27292583612101756,-0.8700861080477102,0,-1.0480436906618582,0,0,1,0,2,1,TA,6,Typ,1,Gd,Detchd,-0.053149348220352444,Unf,1,308,TA,TA,Y,-0.9490260586845501,0.37664530397367657,2.4521945650953465,0,-0.2940036598327685,0,<None>,MnPrv,<None>,0,5,2007,WD,Normal,87,0.8570093761655414,57,-0.6494376560221717,1.0,0.03794471072569309,11.68183244734232
20,RL,84.0,9.218804450388312,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,1.2337097665730556,Gd,TA,PConc,Gd,TA,Av,GLQ,-0.6828513101943224,Unf,-0.3596623231834907,1.6793874332860284,1552,GasA,Ex,Y,SBrkr,1.0861112936995818,-0.8700861080477102,0,0.2353104413419879,0,0,2,0,3,1,Gd,7,Typ,0,<None>,Attchd,0.3764691893871889,RFn,3,782,TA,TA,Y,0.9916324490785964,0.33392685974264713,-0.40792062110509075,0,-0.2940036598327685,0,<None>,<None>,<None>,0,7,2006,New,Partial,1,-1.5729704126478672,0,0.7643025379094822,2.0,0.21379731367628158,12.268582547911404
20,RL,0.0,9.096835671179361,Pave,<None>,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,3,1956,1956,Gable,CompShg,AsbShng,AsbShng,None,-0.8171343255986645,TA,TA,CBlock,TA,TA,No,Unf,-1.3528794921740805,Unf,-0.3596623231834907,0.44059745799644723,672,GasA,Ex,Y,FuseA,-0.44085207114434005,-0.8700861080477102,0,-1.20370057690776,0,0,1,0,3,1,TA,5,Typ,0,<None>,Basment,0.12577812761310056,Unf,1,288,TA,TA,Y,0.7286471957068603,-1.0703598832348913,-0.40792062110509075,0,3.4013266597409126,0,<None>,MnPrv,<None>,0,10,2009,COD,Abnorml,53,0.5811675569839767,53,-1.2835937701429136,1.0,0.5166015479731589,11.6262630788088
20,RL,50.0,9.149103062504993,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,9,1947,2008,Hip,CompShg,VinylSd,VinylSd,None,-0.8171343255986645,TA,Ex,CBlock,TA,TA,No,Unf,-1.3528794921740805,Unf,-0.3596623231834907,0.4878943780132854,698,GasA,Ex,Y,SBrkr,-1.4566880043645045,-0.8700861080477102,0,-2.1319383490577266,0,1,1,0,2,1,TA,4,Typ,0,<None>,<None>,-4.092378378701407,<None>,0,0,<None>,<None>,Y,-0.9490260586845501,1.407876430798147,-0.40792062110509075,0,-0.2940036598327685,0,<None>,<None>,<None>,0,6,2009,WD,Normal,62,2.40132993269088,1,-1.7141757543410203,1.5,0.40187482795498125,11.678448377988165
80,RL,0.0,9.118882761487347,Pave,<None>,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,1992,1992,Gable,CompShg,HdBoard,HdBoard,BrkFace,1.2064932845138512,TA,TA,PConc,Gd,TA,No,Unf,-1.3528794921740805,Unf,-0.3596623231834907,-0.16672790832541437,384,GasA,Gd,Y,SBrkr,-0.9742480542369664,1.1255340095290325,0,0.09493792268742475,0,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,0.3091525266280622,Fin,2,392,TA,TA,Y,0.8751970014848166,0.4342872122036038,-0.40792062110509075,0,-0.2940036598327685,0,<None>,<None>,<None>,0,7,2007,WD,Normal,15,-0.15197055844713597,15,-0.8946131745322786,2.5,-0.019161285808562644,12.007017865994577
20,RL,60.0,9.252920819511301,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1955,1955,Gable,CompShg,Plywood,Plywood,None,-0.8171343255986645,TA,TA,CBlock,TA,TA,No,Unf,-1.3528794921740805,Unf,-0.3596623231834907,0.9878875376806966,1005,GasA,TA,Y,SBrkr,-0.2950185224592578,-0.8700861080477102,0,-1.0685584108982829,0,0,1,0,2,1,Fa,5,Typ,1,TA,Detchd,0.23220435031676664,Unf,2,672,Fa,Fa,Y,-0.9490260586845501,-1.0703598832348913,-0.40792062110509075,0,-0.2940036598327685,0,<None>,<None>,<None>,0,11,2009,WD,Normal,54,0.2924626212780522,54,-0.6706538233680222,1.0,-1.7028482440615262,11.652696102959752
120,RL,53.0,8.212025804623437,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,BrkFace,1.15260865735459,Gd,TA,PConc,Gd,TA,No,Unf,-1.3528794921740805,Unf,-0.3596623231834907,1.4896709538854984,1373,GasA,Ex,Y,SBrkr,1.0922395472564408,-0.8700861080477102,0,0.2411939254455782,0,0,2,0,2,1,Gd,7,Typ,1,TA,Attchd,0.3868774641567882,Fin,3,660,TA,TA,Y,0.989435662766897,0.33392685974264713,-0.40792062110509075,0,-0.2940036598327685,0,<None>,<None>,<None>,0,6,2009,WD,Normal,2,-1.2780412414318947,2,0.5583821948514403,2.0,0.20824881490614508,12.066816325306588
20,RL,182.0,9.586925780533697,Pave,<None>,IR3,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,2004,2004,Hip,CompShg,VinylSd,VinylSd,None,-0.8171343255986645,Gd,TA,PConc,Gd,TA,Av,GLQ,1.219692713637642,Unf,-0.3596623231834907,-0.5983774641270881,1530,GasA,Ex,Y,SBrkr,1.0408028734476638,-0.8700861080477102,0,0.19183888987222394,1,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,0.3712702419788715,Fin,3,630,TA,TA,Y,0.9916324490785964,0.6006195112488294,-0.40792062110509075,0,-0.2940036598327685,0,<None>,<None>,<None>,0,11,2007,WD,Family,3,-1.0742144813951302,3,0.7135416971406507,3.0,0.3000505795078438,12.464587201678082
60,RL,59.0,9.375600540841843,Pave,<None>,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,-0.8171343255986645,Gd,TA,PConc,Gd,TA,Av,Unf,-1.3528794921740805,Unf,-0.3596623231834907,0.7425671248046568,847,GasA,Ex,Y,SBrkr,-0.8397538342447975,1.2214531519875018,0,0.9506189033367854,0,0,2,1,4,1,Gd,8,Typ,1,Gd,BuiltIn,0.3712702419788715,Fin,2,434,TA,TA,Y,0.8751970014848166,0.7335278737319859,-0.40792062110509075,0,-0.2940036598327685,0,<None>,<None>,<None>,0,7,2007,WD,Normal,3,-1.0742144813951302,2,0.4109223489765237,2.5,0.12255555752347201,12.278397958261774
90,RM,60.0,8.881975184248867,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,Duplex,SFoyer,5,5,1980,1980,Gable,CompShg,MetalSd,MetalSd,BrkFace,1.2175357736850985,TA,TA,CBlock,Gd,TA,Gd,GLQ,0.9877830542039749,Unf,-0.3596623231834907,-2.0634069816011356,936,GasA,TA,Y,SBrkr,-0.521469869284413,-0.8700861080477102,0,-1.2782033681806912,1,0,1,0,2,1,TA,4,Typ,0,<None>,Detchd,0.2475319386444759,Unf,2,672,TA,TA,Y,0.6389180114436521,-1.0703598832348913,-0.40792062110509075,0,-0.2940036598327685,0,<None>,<None>,<None>,0,8,2007,WD,Normal,27,0.19372088111197794,27,-0.8850636629949609,2.0,-0.6436402062267382,11.849404844423074
50,RL,65.0,8.962519832949532,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,4,3,1928,1950,Gable,CompShg,WdShing,Plywood,None,-0.8171343255986645,TA,TA,BrkTil,TA,TA,No,BLQ,0.7228360181153078,Unf,-0.3596623231834907,0.09983639989834713,1122,GasA,TA,Y,SBrkr,0.5911951827328045,1.120501275091159,0,0.9852136379597888,1,0,2,0,4,1,Gd,7,Min2,2,TA,Detchd,0.2526480245948306,Unf,2,576,TA,TA,Y,1.3233558952152447,0.6931904869154882,-0.40792062110509075,0,-0.2940036598327685,0,<None>,MnPrv,<None>,0,12,2009,WD,Normal,81,0.2149132084400027,59,0.7631540416099718,3.0,1.4342588239318217,11.81303746480054
20,RL,63.0,9.279213236262558,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,5,1991,1992,Gable,CompShg,HdBoard,HdBoard,None,-0.8171343255986645,TA,TA,PConc,Gd,TA,Mn,BLQ,0.13424395955492732,Unf,-0.3596623231834907,0.6004921993597081,974,GasA,TA,Y,SBrkr,-0.39475680935547425,-0.8700861080477102,0,-1.1610362789461504,0,0,1,0,3,1,TA,5,Typ,0,<None>,<None>,-4.092378378701407,<None>,0,0,<None>,<None>,Y,-0.9490260586845501,0.48569579979803346,-0.40792062110509075,0,-0.2940036598327685,0,<None>,MnPrv,<None>,0,9,2007,Oth,Abnorml,16,2.4008944650703024,15,-0.7657717584184376,1.0,-0.9126127337564677,11.445727410406752
