Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
5019,14846225,"Lovegood Tang","2025-11-27 03:52:09",0.18687,1,lovegoodtang
5020,2848847,"David R. Pugh","2025-10-28 13:26:45",0.18694,1,davidrpugh
5021,14816946,"Jesus Valenzuela","2025-11-23 19:26:27",0.18715,1,jesusvalenzuela83
5022,12906193,sngkhiem,"2025-11-20 15:45:18",0.18718,6,sngkhiem
5023,14895328,"marcus                  089","2025-12-04 09:28:29",0.18737,1,marcus089
5024,14798161,ducanhang,"2025-11-26 14:07:18",0.18750,2,ducanhang
5025,11135942,Poojaachavan,"2025-11-18 13:05:51",0.18752,1,poojaachavan
5026,14846273,"Officer Judy Hopps","2025-11-27 03:46:03",0.18758,2,officerjudyhopps
5027,14728518,"Haddaji Hachem","2025-11-16 16:50:58",0.18773,1,haddajihachem
5028,13604161,"Anh Cốt Đơ","2025-12-01 17:01:36",0.18792,2,"khanh71105,kieuducthang,thanhtunga1k49,yonko2503"
5029,14862256,"20070521 assassin","2025-11-29 16:26:51",0.18798,1,assassin20070521
5030,14670923,"Viviane Ngonga","2025-11-10 06:48:16",0.18810,1,vivianengonga
5031,14952744,"priya jadhav","2025-12-15 05:10:29",0.18819,14,priyanjadhav
5032,14634569,"chenxue #3","2025-11-13 06:38:46",0.18822,1,chenxue1344
5033,14811220,"Alexandra Wallace","2025-11-23 22:59:35",0.18851,4,alexandrawallace
5034,14765506,"Cristi Pascual ","2025-11-17 11:20:15",0.18878,1,cristipascual
5035,14601011,lehyankh,"2025-10-25 21:01:57",0.18909,1,lehyankh
5036,14997906,muyungui,"2025-12-20 13:31:01",0.18914,4,muyungui
5037,14612886,YAGODBS,"2025-10-29 23:19:08",0.18936,14,yagodbs
5038,14641001,pengxAI,"2025-11-01 06:21:37",0.18939,4,pengxai
5039,14620452,"Amutha Dalphini","2025-10-29 06:12:29",0.18960,2,amuthadalphini
5040,14925019,"hermei h","2025-12-08 11:34:23",0.18967,1,hermeih
5041,14924507,AndreaSilva437,"2025-12-09 21:22:48",0.18967,4,andreasilva437
5042,14968597,"priya jadhav #2","2025-12-15 05:16:18",0.19026,17,priyanj29
5043,14608438,shengran77,"2025-10-27 08:14:31",0.19052,1,shengran77
5044,14967136,"Prerna Chavanke","2025-12-16 12:47:22",0.19057,10,prernachavanke
5045,14855096,zhenhongliu,"2025-12-03 09:56:26",0.19073,12,woodtong
5046,14684025,"Caleb Call","2025-11-21 02:48:03",0.19099,4,calebcall
5047,14599530,"dania hafiza","2025-10-26 09:22:03",0.19109,3,daniahafiza
5048,14772651,MrHutt,"2025-11-18 04:58:33",0.19111,2,jamiehutt
5049,14934332,"Mandy Wang1022","2025-12-09 13:41:40",0.19111,3,mandywang1022
5050,14832790,mazong27,"2025-12-16 08:05:47",0.19113,2,mazong27
5051,14954810,"SUVID GOEL","2025-12-14 15:16:55",0.19117,9,suvidgoel
5052,14812840,"Глеб Бикбаев","2025-11-24 15:27:19",0.19123,1,monolitberi
5053,14988956,zhaops,"2025-12-18 05:02:48",0.19126,1,zhaops
5054,14610066,GreenCurve,"2025-11-04 18:35:44",0.19130,1,greencurve
5055,14616435,"Nandan Luthra","2025-10-30 05:37:02",0.19132,1,nandanluthra2093
5056,14849803,"PinChia Lin","2025-12-16 14:24:55",0.19142,1,pinchialin
5057,14788715,"tongli liao","2025-11-26 09:15:30",0.19154,1,tongliliao
5058,14837556,ChongjinLoqiu,"2025-11-26 15:48:21",0.19168,1,chongjinloqiu
5059,14621217,"Marwa Alaeddine","2025-10-30 06:42:14",0.19174,1,marwaalaeddine
5060,14668084,Kuroi,"2025-11-15 12:13:46",0.19181,3,kurokawamashiro
5061,10696570,"sadra tahanezhad","2025-11-22 23:29:21",0.19212,2,"amir02hp,sadratahanezhad"
5062,14652472,MohitMathur14,"2025-12-14 18:48:24",0.19235,21,mohitmathur14
5063,14431258,"Joseph Escobar","2025-12-07 23:03:49",0.19246,7,josephe65
5064,14642881,"Kevin Martínez Trinidad","2025-11-01 12:32:01",0.19252,1,kevinmartneztrinidad
5065,14658053,ZIHANXIAOX,"2025-11-13 12:15:26",0.19254,3,zihanxiaox
5066,14833494,xhg123,"2025-12-14 10:10:11",0.19256,3,xhg123
5067,14359551,"Jay Ghadge28","2025-11-14 14:08:41",0.19261,9,jayghadge28
5068,14843396,"Maxim Blinkov","2025-11-26 15:38:37",0.19272,1,maximblinkov
5069,14711933,"Rayda I Anthony","2025-12-07 14:32:03",0.19295,27,raydaianthony
5070,14440207,"Nick Goodell","2025-10-31 15:56:40",0.19301,11,nickgoodell
5071,14989454,Samvel,"2025-12-19 12:53:37",0.19310,3,samvelgalstyan
5072,14494630,Laurenelisabethj,"2025-11-05 01:12:33",0.19326,5,laurenelisabethj
5073,14937884,tbsm1111,"2025-12-11 12:47:52",0.19331,2,tbsm1111
5074,14842271,shang_ming666,"2025-11-26 16:30:15",0.19348,3,shangming666
5075,14632819,"Victoria Smith","2025-12-12 15:25:06",0.19381,5,victoriasmith1986
5076,14608566,"Dănilă Laurențiu","2025-10-27 08:44:49",0.19397,1,dnillaureniu
5077,14758717,"Imran Bin Azad Siyam","2025-11-17 04:23:50",0.19408,5,imranbinazadsiyam
5078,14843598,alsidhh,"2025-12-03 22:16:03",0.19409,1,alsidhh
5079,14727174,"Prasanna #8","2025-11-21 03:29:53",0.19416,3,punipras
5080,14905848,"Lina Li","2025-12-08 00:05:47",0.19419,7,linali2505
5081,14638497,jpatx1,"2025-10-31 16:59:14",0.19433,2,jpatx1
5082,14860579,"林 昊阳","2025-11-29 11:18:52",0.19453,1,enterprisecv6
5083,14657310,"SYED AMAAN AHAD","2025-11-04 02:14:26",0.19467,1,syedamaanahad
5084,14967540,yQfG3Z6FG4fJv.e,"2025-12-15 04:51:51",0.19472,1,yqfg3z6fg4fjve
5085,14948376,"Gayatree Rode","2025-12-12 11:14:18",0.19472,1,gayatreerode
5086,14655012,zhuanghanzhe,"2025-11-03 14:55:35",0.19477,1,zhuanghanzhe
5087,14634574,何睿杰不过二员,"2025-10-31 02:51:03",0.19495,2,hrj666
5088,14974789,"Felipe Hanada","2025-12-18 17:02:03",0.19519,6,felipehanada
5089,14364801,JorgeAVA99,"2025-10-31 15:32:52",0.19523,1,jorgeava99
5090,14850031,WuNanxi,"2025-12-18 13:05:04",0.19525,1,wunanxi
5091,14852912,"Narxoz Pasta","2025-11-28 18:49:24",0.19539,1,narxozpasta
5092,14948065,"Mohan More81","2025-12-17 14:44:02",0.19551,2,mohanmore81
5093,14440209,"Shawn Ascher","2025-11-05 16:04:16",0.19594,3,shawnascher
5094,14812227,"Renata 152","2025-11-22 12:38:59",0.19600,1,renata152
5095,14364729,"A. Alsaggaf","2025-11-19 11:33:54",0.19603,1,ahmsag
5096,14715937,"Shanmugapriyan Gopal","2025-11-16 03:16:07",0.19604,6,shanmugapriyangopal
5097,14668830,lishan0311,"2025-12-01 18:43:26",0.19607,1,lishan0311
5098,14733385,"Kalpana K","2025-11-17 08:31:16",0.19609,1,kalpana1211
5099,14848343,airisays,"2025-11-27 10:50:26",0.19613,1,airisays
5100,13887022,"Anna Tanygina","2025-12-12 10:19:09",0.19630,1,anuya09
5101,14717149,"Monica Casillas Rdz","2025-11-13 03:37:28",0.19643,5,monicacasillasrdz
5102,14562384,"Mohammad Hamza 1","2025-10-29 10:34:25",0.19648,3,mohammadhamza1
5103,15002431,"enzo diorio","2025-12-20 21:25:05",0.19655,1,enzodiorio
5104,14935206,Hirotennis,"2025-12-16 08:24:21",0.19718,1,saitohirohito
5105,9323046,Florenn,"2025-10-31 00:43:47",0.19719,2,florenn
5106,14631857,ParcoLiu28,"2025-11-03 08:55:44",0.19721,2,parcoliu28
5107,14676142,"Tebogo Sepatake","2025-11-11 21:43:56",0.19734,1,tebogosepatake
5108,12497871,hi210278,"2025-10-29 03:55:03",0.19777,1,hi210278
5109,14764728,"Artem Kritskiy","2025-11-18 04:49:07",0.19788,4,artemkritskiy
5110,8163154,"Abhishek K #3","2025-12-11 13:47:33",0.19795,2,abhiraman1994
5111,14766584,"Aadya Koirala","2025-11-20 05:19:31",0.19811,1,aadyakoirala
5112,14706780,"Sundar Boopathi","2025-11-14 11:24:42",0.19830,1,sundarboopathi
5113,14589984,"Andy Martin #2","2025-10-24 02:57:25",0.19855,1,andyonx
5114,14612665,MirW_05,"2025-10-28 00:02:54",0.19856,2,mirw05
5115,14734169,shubh7517,"2025-11-14 13:45:55",0.19872,2,shubh7517
5116,14556347,"Dan Boicea","2025-10-29 09:39:37",0.19892,1,danboicea
5117,14373990,JacquelineRAgnew,"2025-11-04 21:44:25",0.19910,1,jacquelineragnew
5118,13078915,yuu0252,"2025-12-13 14:10:05",0.19925,1,yuu0252
5119,14666060,palois,"2025-11-06 07:35:59",0.19927,1,palois
5120,14599800,"Ben Fischer","2025-11-22 16:56:11",0.19977,2,benfischer52
5121,14845725,leehyenmin,"2025-12-03 05:31:13",0.19978,16,leehyenmin
5122,14628265,"Sirius Peng","2025-10-30 10:24:04",0.20020,4,siriuspeng
5123,14610718,REflectionIso,"2025-10-27 15:00:13",0.20062,3,reflectioniso
5124,14603397,"Shintarou Tanaka","2025-11-01 12:15:16",0.20097,1,shintaroutanaka
5125,14733272,"Vinay Kamble","2025-11-14 11:36:38",0.20099,1,vinayyreal
5126,14369461,"Ava Zink","2025-10-23 15:58:06",0.20106,1,avazink
5127,14978635,MargaridaR,"2025-12-16 15:20:50",0.20109,1,margaridarasteiro
5128,14492910,"Emersen Angel","2025-10-23 15:44:33",0.20112,1,emersenangel
5129,14493980,"Kat Shaughnessy","2025-10-23 15:22:58",0.20117,1,katshaughnessy
5130,14498078,"Brianna Sokol","2025-10-23 16:42:49",0.20118,2,briannasokol
5131,14494919,"Rachel Robidoux #2","2025-11-04 17:55:52",0.20124,4,rachelrobidoux2
5132,14601199,"[Deleted] 3514d553-6cdf-479b-acdc-efafe1c30e38","2025-11-01 15:55:46",0.20137,10,"del=51e024a6e7d3c60f,del=73ee82dc13158c23"
5133,14655570,"Jayaditya & Megha","2025-11-03 16:33:59",0.20137,5,"jayaditya97,megha7jay"
5134,14716624,快来打年糕,"2025-11-12 18:17:52",0.20145,2,neddyliu
5135,14628211,SugarPan,"2025-10-30 04:04:51",0.20156,1,sugarpan
5136,14799492,dyrilp,"2025-11-20 16:57:04",0.20172,10,dyrilp
5137,14634762,"BOYI SHENG","2025-10-31 03:56:55",0.20172,8,boyisheng
5138,14796593,xcgbhj,"2025-12-03 10:34:33",0.20186,1,xcgbhj
5139,14822232,Austin_J_Madden,"2025-11-23 22:46:45",0.20207,1,austinjmadden
5140,14779993,"Pratik N Patil","2025-11-18 13:12:07",0.20209,3,pratiknpatil
5141,14724678,"Virsan Edage","2025-11-18 13:06:50",0.20224,1,virsanedage
5142,14689380,"Raymond Lyn","2025-11-09 01:48:13",0.20226,3,raymondlyn
5143,14366635,Chloejle,"2025-11-04 15:54:15",0.20297,3,chloejle
5144,14638022,"Chethan Kv","2025-11-03 16:17:17",0.20303,1,chethankv
5145,14673434,"Alexis Kiehn","2025-11-06 15:48:05",0.20320,3,alexiskiehn
5146,14712738,s1155214374,"2025-11-12 07:36:55",0.20381,3,s1155214374
5147,14521092,yihwww,"2025-10-29 13:20:43",0.20418,4,yihwww
5148,14485560,"Huzaifa Abdul Rab","2025-10-25 11:16:26",0.20418,1,huzaifaar2003
5149,14712706,"sdsb wm","2025-11-12 12:14:37",0.20441,1,sdsbwm
5150,14673601,"Fjodor Row","2025-11-06 15:49:41",0.20448,1,fjodorrow
5151,14914207,"Mj Owaleullah","2025-12-06 19:23:42",0.20462,1,mjowaleullah
5152,14729378,OSU-25-76837,"2025-11-16 07:06:34",0.20519,4,matthewsjones
5153,14997695,"Luke Kremer","2025-12-19 13:27:59",0.20532,1,lukekremer
5154,14673619,mateoru,"2025-11-06 16:39:02",0.20537,5,mateoru
5155,14987335,Dhairyagupta22,"2025-12-17 20:26:51",0.20570,1,dhairyagupta22
5156,14728862,"Daniel Oliveira Araujo ","2025-11-29 01:25:13",0.20590,6,danieloliveiraaraujo
5157,14612634,"FLAVIA MARCELA SIQUEIRA MAIOR","2025-10-29 22:53:53",0.20603,1,flaviamarcela
5158,14603821,"Jerry ChenOvO","2025-10-26 13:30:38",0.20617,2,jerrychenovo
5159,14947820,"akirax tanoue","2025-12-16 01:03:29",0.20617,3,akiraxtanoue
5160,14675003,"Pierre Detours","2025-11-06 16:13:16",0.20618,2,pierredetours
5161,14696008,liliwenwenshishi,"2025-11-10 05:02:59",0.20645,1,liliwenwenshishi
5162,14673556,"Nicolas Delaunay","2025-11-06 17:35:29",0.20648,2,nicolasdelaunay
5163,14889773,"Marine DUPONT","2025-12-03 17:25:53",0.20648,1,marinedupont
5164,14857028,"Aida Bekenova","2025-11-28 19:40:55",0.20680,1,aidabekenova
5165,8127117,"Shailendra Veerasamy","2025-11-06 16:45:32",0.20694,3,sveerasamy
5166,14863563,Gechen2343598,"2025-11-29 22:16:17",0.20696,1,gechen2343598
5167,14974914,ujhs_jy,"2025-12-17 00:21:59",0.20705,1,ujhsjy
5168,14886422,Chenxinyue,"2025-12-03 08:31:11",0.20730,2,chen710710
5169,14524494,"Omelette Flipper","2025-10-28 19:24:47",0.20738,1,yousefeddin
5170,14790732,"Yuanhan He","2025-11-19 15:19:54",0.20750,1,yuanhanhe
5171,14614173,"Yong Cao","2025-11-02 06:56:59",0.20756,1,yongcao99
5172,14673417,FLAG583,"2025-11-06 15:34:03",0.20778,8,flag583
5173,15001456,Lionel_94130,"2025-12-20 16:03:06",0.20778,1,lionel94130
5174,14911939,newwild,"2025-12-06 11:40:37",0.20787,3,newwild
5175,14842005,BUTCHER_ECONSBF25,"2025-12-12 06:52:09",0.20791,7,"batuhanerden10,emirhancetinkaya,eylltna,hlyayilmaz"
5176,14935091,K_light-blue,"2025-12-16 07:30:36",0.20800,1,klightblue
5177,14825320,"TJ Apurba","2025-11-24 08:28:30",0.20838,1,tjapurba
5178,14965965,cccchiaying,"2025-12-19 17:22:54",0.20863,5,lillian123456
5179,14574829,Canary,"2025-10-22 06:22:25",0.20917,4,canarymixo
5180,14923002,jackmedda,"2025-12-09 10:58:42",0.20920,1,jackmedda
5181,14613248,"Rebekah Woei ","2025-12-12 02:39:51",0.20941,27,rebekahwoei
5182,14539751,"Christopher Betts","2025-10-23 03:32:52",0.20968,10,christopherbetts
5183,14994490,"Samuel Zero","2025-12-20 05:14:09",0.21004,3,samuelzero
5184,14439960,"Dennis McCarville","2025-11-06 21:58:32",0.21039,1,dennismccarville
5185,14786273,Infinityvoide,"2025-11-19 01:43:57",0.21115,1,infinityvoide
5186,14368345,yanggangoi,"2025-11-03 05:33:06",0.21166,2,yanggangoi
5187,14705190,hwbrafael,"2025-11-13 03:57:23",0.21173,3,hwbrafael
5188,14715453,KristinaSO4,"2025-11-25 19:08:25",0.21198,20,kristinaso4
5189,14673211,"Hugo A","2025-11-06 13:59:25",0.21204,1,hugoarrufat
5190,14849488,"zzhi xie","2025-12-01 03:32:17",0.21230,2,zzhixie
5191,14693112,"NPM Digital","2025-11-09 16:13:49",0.21254,1,npmdigital
5192,14673398,"Edouard Vaché","2025-11-06 15:52:40",0.21255,2,edouardvach
5193,12470451,"Thendral Balakrishnan","2025-11-06 20:49:17",0.21264,3,thendralbalakrishnan
5194,14806782,Xinzex,"2025-11-21 16:23:12",0.21344,1,xinzex
5195,14673221,lioneldyla,"2025-11-06 14:50:16",0.21417,2,stonnydy
5196,14971272,"Dmitry Barovik","2025-12-15 10:32:05",0.21439,1,dmitrybarovik
5197,14865047,"Zhang Jun1047","2025-12-03 06:49:03",0.21463,6,zhangjun1047
5198,14614456,MuShi17,"2025-10-28 06:39:27",0.21475,1,mushi17
5199,14639019,"Emily Smith #2","2025-12-15 01:42:26",0.21500,8,emilysmithusf
5200,14604935,Lilijiababy,"2025-10-27 01:07:12",0.21511,2,lilijiababy
5201,14275561,"THAMMINENI PUJITHA","2025-11-05 17:25:31",0.21535,2,thamminenipujitha
5202,14684759,"P Kareena","2025-11-08 04:29:39",0.21535,1,pkareena
5203,14684937,"PALA LUHENDRA SIMHA","2025-11-08 04:59:31",0.21535,1,luhiii
5204,14684946,"Katuri Sonu Sri","2025-11-08 05:03:01",0.21535,1,katurisonusri
5205,14685048,BhavyaSri16,"2025-11-08 05:23:32",0.21535,1,bhavyasri16
5206,14685070,"Phaneendra Chunduru","2025-11-08 05:28:56",0.21535,1,phaneendrachunduru
5207,14899543,"Sophia Trejo","2025-12-08 10:28:51",0.21554,3,sophiatrejo
5208,14762020,"Lingfeng Wang","2025-11-23 02:23:55",0.21555,11,michesas
5209,14609666,Lambentkkk,"2025-10-27 11:56:43",0.21583,1,lambentkkk
5210,14302970,"Кот Чеширский","2025-10-22 16:24:37",0.21584,1,mrcat5819
5211,14673422,"Stanislas Malcorpi","2025-11-06 15:56:51",0.21639,1,stanislasmalcorpi
5212,14361803,"Andrew Nohra1","2025-11-01 02:15:17",0.21693,7,andrewnohra1
5213,14727088,"سارا الحربي","2025-11-13 19:36:15",0.21709,2,saaar14a
5214,14707906,"Zhenyu Yang #2","2025-11-11 12:06:09",0.21710,1,jerryyoung11
5215,695386,vatsalsodha,"2025-10-31 15:59:02",0.21742,2,vatsalsodha
5216,12370601,"White Cavalry","2025-11-25 03:32:34",0.21743,2,"hohuutri,tunako"
5217,10039164,"Lakshyaraj Singh Rathore","2025-10-26 17:30:23",0.21765,1,lakshyarajrtm
5218,9792950,"Nanwei Wang","2025-12-09 15:01:19",0.21798,3,nanweiwang
5219,14783597,"Keely Classen","2025-11-18 21:00:40",0.21798,1,keelyclassen
5220,14990530,IgorNovok,"2025-12-18 15:28:14",0.21805,2,igornovok
5221,14808104,"Musthofa Rauf","2025-11-27 04:20:38",0.21829,18,musthofarauf
5222,14651044,OKbokuzyou,"2025-11-19 05:36:45",0.21833,6,okbokuzyou
5223,14914866,"Думан Өмірғали","2025-12-06 18:53:52",0.21836,1,nibool
5224,14858079,"Айберген Искендиров","2025-11-28 22:15:39",0.21886,1,aibergen
5225,14765669,"Mfonido Bassey","2025-11-17 10:05:55",0.21914,1,mfonidobassey
5226,14832926,zha0yu,"2025-11-28 09:30:51",0.21934,2,zha0yu
5227,14780403,untilsleeper,"2025-11-21 14:50:35",0.21947,9,untilsleeper
5228,14512857,"Hiếu Phan","2025-11-28 13:33:57",0.21972,1,hieuphan155
5229,14440220,"Ben Blitvich","2025-10-27 14:31:54",0.21978,2,benblitvich
5230,14690240,"Thanh Dang #2","2025-11-10 07:01:44",0.21984,2,tdang2180
5231,10587782,"Yan Wa Wong","2025-11-12 17:13:20",0.21995,3,yanwawong
5232,14768129,c1c2c3c4c5,"2025-11-19 13:41:52",0.22037,7,c1c2c3c4c5
5233,14888885,Anubhavi_Hoon,"2025-12-03 13:33:55",0.22044,2,anubhavihoon
5234,14886275,"[Deleted] a188b467-50f5-47ba-b6db-b4b6c484121f","2025-12-03 13:33:06",0.22044,4,del=9c2e0f74638e8b9c
5235,14889118,Japjii,"2025-12-03 13:30:50",0.22044,1,japjii
5236,14888884,"Prince Goswami","2025-12-03 13:31:10",0.22044,1,princeg1
5237,14888880,nott_kushagra,"2025-12-03 13:31:17",0.22044,1,nottkushagra
5238,14888863,"MUDIT AGRAWAL","2025-12-03 13:31:17",0.22044,1,muditagrawal2007
5239,14889130,"Arpit Chhimpa","2025-12-03 13:31:21",0.22044,1,arpitchhimpa
5240,14888902,"Gargi Srivastava","2025-12-03 13:31:21",0.22044,1,gigibyte00
5241,14888898,Gourav3107,"2025-12-03 13:31:22",0.22044,1,gourav3107
5242,14889125,"Tanmay Dave","2025-12-03 13:31:25",0.22044,1,tanmaydave07
5243,14888877,"Yash Agarwal #8","2025-12-03 13:31:43",0.22044,1,yash502
5244,14889017,"Saksham Kachhawaha","2025-12-03 13:31:48",0.22044,1,sakshamkachhawaha
5245,14888893,"Seyanshu Mukherjee","2025-12-03 13:31:55",0.22044,1,seyanshumukherjee
5246,14888882,"Aryan Damara","2025-12-03 13:32:01",0.22044,1,aryandamara
5247,14889014,"Khayti Batra","2025-12-03 13:32:12",0.22044,1,khaytibatra
5248,14888890,"Shreemoyee Roy","2025-12-03 13:32:29",0.22044,1,shreexbit
5249,14889131,sameersharma28,"2025-12-03 13:32:34",0.22044,1,sameersharma28
5250,14888888,"Aditya Srivastava #6","2025-12-03 13:32:36",0.22044,1,aditya07srivastava
5251,14888887,Swtk.gg,"2025-12-03 13:33:39",0.22044,1,swtkgg
5252,14889176,"Mani amar Sehgal","2025-12-03 13:47:21",0.22044,2,maniamarsehgal
5253,14896598,"Tejash Batham","2025-12-04 12:51:24",0.22044,1,tejashbatham
5254,14896946,"Piyush Tharwani","2025-12-04 13:38:23",0.22044,1,piyushtharwani
5255,14443470,AbelGao,"2025-10-24 10:29:39",0.22044,2,abelgao
5256,14956332,"Harshavardhan Aravala","2025-12-13 05:30:56",0.22044,1,harshavardhanaravala
5257,14696000,"P Niranjan","2025-11-10 05:15:49",0.22065,1,theworrier1972
5258,14635026,"Ryan Gubler","2025-10-31 03:05:43",0.22071,1,ryangubler
5259,14830829,"Claire Maloney","2025-11-25 00:17:27",0.22082,9,clairemaloney9
5260,14634691,"yuantian #2","2025-10-31 06:45:30",0.22103,4,yuantianty
5261,14556641,"Efraim Ido","2025-10-24 23:15:17",0.22137,1,efraimido
5262,14982907,"Anurag Sai","2025-12-19 05:53:59",0.22210,1,anuragsai99
5263,14595673,"Jill cashman","2025-10-24 20:09:59",0.22237,2,jillcashman
5264,14869367,"Carlos Alberto Gutierrez Rondon","2025-11-30 23:08:32",0.22241,1,carlosgrondon
5265,14440171,"Hudson Dieken","2025-10-29 15:13:24",0.22300,6,hdieken
5266,14745616,HuFuKang,"2025-11-18 12:49:08",0.22325,3,hufukang
5267,14873664,"Filstrife Georgiou","2025-12-02 02:23:07",0.22336,3,filstrifegeorgiou
5268,14698961,"Pavan P Nampoothiripad","2025-11-10 13:01:41",0.22430,1,pavanpnampoothiripad
5269,14782124,AlexBKR,"2025-11-18 17:08:36",0.22430,2,alexbkr
5270,14713273,fkrlssh,"2025-11-17 08:05:31",0.22489,2,fkrlssh
5271,14839323,AngelaSanzM,"2025-11-27 03:28:54",0.22520,1,angelasanzm
5272,14622551,"Hamza Nadeem11","2025-10-29 11:23:39",0.22544,5,hamzanadeem11
5273,14370588,"Ana Spasojevic","2025-11-07 01:23:47",0.22565,7,anaspasojevic
5274,14380786,"Dojin Choi","2025-11-17 07:40:03",0.22628,1,dojinchoi
5275,14713221,seohyeonu,"2025-11-17 07:40:03",0.22628,1,hyeonu9831
5276,14713269,"Chowon Park","2025-11-17 07:40:04",0.22628,1,chowoneya
5277,14713226,JeongYeEun,"2025-11-17 07:40:04",0.22628,1,yeeun13
5278,14713234,SeoYuRim,"2025-11-17 07:40:04",0.22628,1,syr120
5279,14713239,rlatndu,"2025-11-17 07:40:05",0.22628,1,rlatndu
5280,14713250,wnswpfh,"2025-11-17 07:40:05",0.22628,1,wnswpfh
5281,14713259,kimkeonbo,"2025-11-17 07:40:05",0.22628,1,kimkeonbo
5282,14713230,HongJW,"2025-11-17 07:40:10",0.22628,1,hongjw0268
5283,14713256,apple19287,"2025-11-17 07:40:15",0.22628,1,apple19287
5284,14713233,"Jinyong Kim","2025-11-17 07:40:23",0.22628,1,jinyongkim98
5285,14713247,"Seong GiYoung","2025-11-17 07:40:29",0.22628,1,seonggiyoung
5286,14713320,KangGH114,"2025-11-17 07:41:30",0.22628,1,kanggh114
5287,14713244,SHK,"2025-11-17 07:42:18",0.22628,1,kimsangheon
5288,14713243,mymoon,"2025-11-17 07:46:09",0.22628,1,mymoonstar
5289,14713249,"Jin Jaeuk","2025-11-17 07:58:25",0.22628,1,jinjaeuk
5290,14713258,Baekjiwon12,"2025-11-17 08:10:40",0.22628,1,baekjiwon12
5291,14826372,Artem_Kiselev_1861,"2025-11-25 08:59:48",0.22647,6,artemkiselev1861
5292,14899118,"Pascale R.","2025-12-10 02:51:01",0.22652,1,pascaler
5293,14661484,KoushikBiswas,"2025-11-06 12:19:56",0.22657,1,koushik96
5294,14830989,coodiing',"2025-12-03 13:42:00",0.22705,6,coodiing
5295,14372910,"Quincy Yott","2025-11-01 19:00:22",0.22734,4,quincyyott
5296,14943466,"Tu Chang","2025-12-16 10:01:02",0.22755,1,origineta0
5297,14713222,leeyena,"2025-11-17 07:40:03",0.22797,1,leeyenaaa
5298,14713261,"Taewoung Cheon","2025-11-17 07:40:04",0.22797,1,taewoungcheon
5299,14713245,akdlsld,"2025-11-17 07:40:05",0.22797,1,akdlsld
5300,14713236,"Minjun Kang","2025-11-17 07:40:05",0.22797,1,minjun0901
5301,14713253,kim123,"2025-11-17 07:40:06",0.22797,1,kim123123back
5302,14713229,casper_heron,"2025-11-17 07:40:07",0.22797,1,casperheron
5303,14713241,taesukim00,"2025-11-17 07:40:12",0.22797,1,taesukim00
5304,14713246,YEOTAEJUN,"2025-11-17 07:40:17",0.22797,1,yeotaejun
5305,14713263,leesj,"2025-11-17 07:40:32",0.22797,1,lsj0202
5306,14713227,halfrest,"2025-11-17 07:40:55",0.22797,1,halfrest
5307,14713232,HANSEOK916,"2025-11-17 08:16:07",0.22797,3,hanseok916
5308,14838673,"Joan Mas Castella","2025-11-27 09:45:01",0.22812,4,joanmascastella
5309,14374048,"Juan Carlos Dominguez","2025-11-06 04:56:58",0.22851,6,juancarlos813
5310,14953223,NHANGIOI,"2025-12-20 15:10:01",0.22908,2,nhangioi
5311,14864823,zxhhhh,"2025-11-30 07:31:28",0.22910,1,zydyrx
5312,14825553,学代码的若叶睦,"2025-11-25 07:20:36",0.22914,1,mclster
5313,14999505,"Stanton Nowinski","2025-12-19 20:20:43",0.22948,1,stantonnowinski
5314,14851368,Muthuramande,"2025-11-28 01:54:19",0.23018,4,muthuramande
5315,14718402,"Danil Ezhov","2025-12-15 08:05:26",0.23085,2,danilezhov
5316,14649287,"Berk Oğuz","2025-11-06 19:35:10",0.23142,2,brkogz
5317,9548572,"Yongsuk Kim","2025-11-25 01:32:51",0.23147,2,yongsukki
5318,14845673,HOPE,"2025-11-27 00:46:23",0.23147,3,greenteat
5319,14845675,parkminhyuk,"2025-12-03 13:53:46",0.23147,11,parkminhyuk1
5320,14710128,Seray,"2025-11-21 11:54:18",0.23193,1,seraysahli14
5321,14634923,zxcsdf,"2025-10-31 03:09:34",0.23255,3,zxcsdf
5322,14874111,"peter luo","2025-12-03 09:03:16",0.23289,4,peterluo888
5323,14797680,"Oscar Bastiaansen","2025-12-04 19:20:53",0.23351,1,oscarbastiaansen
5324,14863684,辻弌拾柒,"2025-11-30 01:34:31",0.23391,1,ycr1217
5325,14642112,"Aslan Sergziev","2025-11-05 09:07:59",0.23404,5,aslansergziev
5326,14920084,ksdaksd,"2025-12-07 13:12:07",0.23421,1,ksdaksd
5327,14590407,"Tan Qian Kai","2025-12-15 04:16:50",0.23462,5,tanqiankai
5328,14649552,rishabhsaxena98,"2025-11-04 05:00:41",0.23482,1,rishabhsaxena98
5329,14580488,"Youssef Mohamed #2","2025-10-24 16:45:53",0.23484,2,megumiinuwu
5330,14807250,"Mohamad Hadi Dehqani","2025-12-15 17:27:06",0.23592,3,mohamadhadidehqani
5331,14545703,KenjiMamiya,"2025-10-28 01:24:53",0.23634,4,mamiya00
5332,14364731,"Bruce McGoose","2025-10-22 01:24:29",0.23677,1,brucemcgoose
5333,14845903,ChaChaL_xxl,"2025-11-27 06:52:39",0.23750,2,chachalxxl
5334,14988702,xiejing,"2025-12-18 13:19:02",0.23777,8,xiejing5463
